Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,WD40EZRX,WD,Green 4TB (2013),165,65.2,29792,https://hdd.userbenchmark.com/WD-Green-4TB-2013/Rating/3516
HDD,WD10EZRX,WD,Green 1TB (2011),166,65.1,106492,https://hdd.userbenchmark.com/SpeedTest/1216/WDC-WD10EZRX-00A8LB0
HDD,,WD,WD45 00HLHX-01JJPV0 450GB,167,64.8,58,https://hdd.userbenchmark.com/SpeedTest/7176/WDC-WD45-00HLHX-01JJPV0
HDD,,WD,WD3000HLHX-01JJPV0 300GB,168,64.7,2636,https://hdd.userbenchmark.com/SpeedTest/3987/WDC-WD3000HLHX-01JJPV0
HDD,WD20EZRX,WD,Green 2TB (2012),169,64.5,136983,https://hdd.userbenchmark.com/WD-Green-2TB-2012/Rating/1781
HDD,,Hitachi,HDS5C3020BLE630 2TB,170,64.3,3483,https://hdd.userbenchmark.com/SpeedTest/7375/Hitachi-HDS5C3020BLE630
HDD,,WD,WD1501FASS-00U0B 1.5TB,171,63.4,1077,https://hdd.userbenchmark.com/SpeedTest/6711/WDC-WD1501FASS-00U0B
HDD,WD40E31X,WD,Blue SSHD 4TB (2015),172,63.3,1684,https://hdd.userbenchmark.com/SpeedTest/35578/WDC-WD40E31X-00HY4A0
HDD,WD30EZRX,WD,Green 3TB (2011),173,63.1,86953,https://hdd.userbenchmark.com/WD-Green-3TB-2011/Rating/1415
HDD,,WD,WD30EURX 3TB,174,63.1,1278,https://hdd.userbenchmark.com/SpeedTest/4058/WDC-WD30EURX-63T0FY0
HDD,,Samsung,HD103SM 1TB,175,63.1,790,https://hdd.userbenchmark.com/SpeedTest/3901/SAMSUNG-HD103SM
HDD,,Seagate,Expansion Desk 4TB,176,62.9,16377,https://hdd.userbenchmark.com/SpeedTest/7034/Seagate-Expansion-Desk
HDD,,Hitachi,HUA722010CLA330 1TB,177,62.8,8004,https://hdd.userbenchmark.com/SpeedTest/1380/Hitachi-HUA722010CLA330
HDD,,Seagate,ST31000524NS 1TB,178,62.3,3161,https://hdd.userbenchmark.com/SpeedTest/9641/ST31000524NS
HDD,ST12000VN0007,Seagate,IronWolf 12TB (2017),179,62.3,23,https://hdd.userbenchmark.com/SpeedTest/408715/ST12000VN0007-2GS116
HDD,,Toshiba,MK1002TSKB 1TB,180,62.3,769,https://hdd.userbenchmark.com/SpeedTest/6001/TOSHIBA-MK1002TSKB
HDD,,WD,WD30EURS-63SPKY0 3TB,181,62.2,2940,https://hdd.userbenchmark.com/SpeedTest/1387/WDC-WD30EURS-63SPKY0
HDD,,Hitachi,HDS721050DLE630 500GB,182,61.8,8435,https://hdd.userbenchmark.com/SpeedTest/1540/Hitachi-HDS721050DLE630
HDD,ST5000DM000,Seagate,Barracuda Desktop 5TB,183,61.8,3183,https://hdd.userbenchmark.com/SpeedTest/17358/ST5000DM000-1FK178
HDD,WD1003FBYZ,WD,Re 1TB (2013),184,61.4,2541,https://hdd.userbenchmark.com/SpeedTest/8573/WDC-WD1003FBYZ-010FB0
HDD,HTS721010A9E630,HGST,Travelstar 7K1000 2.5" 1TB,185,61.2,473282,https://hdd.userbenchmark.com/SpeedTest/975/HGST-HTS721010A9E630
HDD,,Hitachi,HCS5C2020ALA632 2TB,186,61,1628,https://hdd.userbenchmark.com/SpeedTest/1904/Hitachi-HCS5C2020ALA632
HDD,,Seagate,Backup+ Desk 4TB,187,61,1467,https://hdd.userbenchmark.com/SpeedTest/3619/Seagate-Backup--Desk
HDD,ST8000VN0022,Seagate,IronWolf 8TB (2016),188,60.9,412,https://hdd.userbenchmark.com/SpeedTest/210875/ST8000VN0022-2EL112
HDD,WD5003ABYX,WD,RE4 500GB (2010),189,60.7,9847,https://hdd.userbenchmark.com/SpeedTest/5856/WDC-WD5003ABYX-01WERA1
HDD,WD1003FBYX,WD,RE4 1TB (2010),190,60.6,17846,https://hdd.userbenchmark.com/SpeedTest/4565/WDC-WD1003FBYX-01Y7B0
HDD,HD103SJ,Samsung,Spinpoint F3 1TB,191,60.2,129788,https://hdd.userbenchmark.com/Samsung-Spinpoint-F3-1TB/Rating/1848
HDD,,Hitachi,HDS721010CLA630 1TB,192,60,10548,https://hdd.userbenchmark.com/SpeedTest/1955/Hitachi-HDS721010CLA630
HDD,,Hitachi,HDS721010CLA330 1TB,193,59.9,7273,https://hdd.userbenchmark.com/SpeedTest/2095/Hitachi-HDS721010CLA330
HDD,,Hitachi,HDS723015BLA642 1.5TB,194,59.7,2594,https://hdd.userbenchmark.com/SpeedTest/1237/Hitachi-HDS723015BLA642
HDD,ST2000DL003,Seagate,Barracuda Green 2TB,195,59.6,69205,https://hdd.userbenchmark.com/SpeedTest/979/ST2000DL003-9VT166
HDD,,Seagate,ST32000641AS 2TB,196,59.6,11429,https://hdd.userbenchmark.com/SpeedTest/1130/ST32000641AS
HDD,,Hitachi,HTS721010A9 1TB,197,59.5,432,https://hdd.userbenchmark.com/SpeedTest/4115/HGST-HTS721010A9
HDD,,Samsung,HD322GJ 320GB,198,59.5,8000,https://hdd.userbenchmark.com/SpeedTest/3922/SAMSUNG-HD322GJ
HDD,ST8000AS0002,Seagate,Archive HDD 8TB (2015),199,59.5,1524,https://hdd.userbenchmark.com/SpeedTest/30791/ST8000AS0002-1NA17Z
HDD,,WD,WD3000BLFS-08YBU0 300GB,200,59.4,668,https://hdd.userbenchmark.com/SpeedTest/4420/WDC-WD3000BLFS-08YBU0
HDD,ST2000DL001,Seagate,Barracuda Green 2TB,201,59.2,6303,https://hdd.userbenchmark.com/SpeedTest/447/ST2000DL001-9VT156
HDD,,Seagate,ST500DM005 HD502HJ 500GB,202,59,9382,https://hdd.userbenchmark.com/SpeedTest/3407/ST500DM005-HD502HJ
HDD,,Samsung,HD502HJ 500GB,203,58.9,65995,https://hdd.userbenchmark.com/SpeedTest/1184/SAMSUNG-HD502HJ
HDD,WD2503ABYX,WD,RE4 250GB (2010),204,58.7,1167,https://hdd.userbenchmark.com/SpeedTest/5792/WDC-WD2503ABYX-01WERA0
HDD,,Hitachi,HDS721010CLA632 1TB,205,58.5,11673,https://hdd.userbenchmark.com/SpeedTest/2755/Hitachi-HDS721010CLA632
HDD,,Seagate,ST3500514NS 500GB,206,58.4,1791,https://hdd.userbenchmark.com/SpeedTest/6066/ST3500514NS
HDD,ST1000DL002,Seagate,Barracuda Green 1TB,207,58.4,12557,https://hdd.userbenchmark.com/SpeedTest/1672/ST1000DL002-9TT153
HDD,,WD,WD7502AAEX-00Y9A0 750GB,208,58.2,4010,https://hdd.userbenchmark.com/SpeedTest/1200/WDC-WD7502AAEX-00Y9A0
HDD,,Hitachi,HDS5C4040ALE630 4TB,209,58.2,1010,https://hdd.userbenchmark.com/SpeedTest/2257/Hitachi-HDS5C4040ALE630
HDD,MQ01ABD100H,Toshiba,Notebook SSHD 2.5" 1TB,210,58.2,2572,https://hdd.userbenchmark.com/Toshiba-Notebook-SSHD-25--1TB/Rating/1957
HDD,,Toshiba,MK1002TS 1TB,211,58.1,14,https://hdd.userbenchmark.com/SpeedTest/4326/TOSHIBA-MK1002TS
HDD,,WD,WD7500AALX-009BA0 750GB,212,57.9,2092,https://hdd.userbenchmark.com/SpeedTest/5152/WDC-WD7500AALX-009BA0
HDD,,WD,WD1001FALS-41Y6A1 1TB,213,57.8,892,https://hdd.userbenchmark.com/SpeedTest/4052/WDC-WD1001FALS-41Y6A1
HDD,,Hitachi,HDS72101 1TB,214,57.8,1292,https://hdd.userbenchmark.com/SpeedTest/3573/Hitachi-HDS72101
HDD,,WD,WD740HLFS-01G6U0 74GB,215,57.8,335,https://hdd.userbenchmark.com/SpeedTest/2768/WDC-WD740HLFS-01G6U0
HDD,HDS721010CLA332,Hitachi,Deskstar 7K1000.C 1TB,216,57.6,75860,https://hdd.userbenchmark.com/SpeedTest/1129/Hitachi-HDS721010CLA332
HDD,,WD,WD6402AAEX-00Z3A0 640GB,217,57.5,5531,https://hdd.userbenchmark.com/SpeedTest/1783/WDC-WD6402AAEX-00Z3A0
HDD,,Seagate,ST2000DL 004 HD204UI 2TB,218,57.5,156,https://hdd.userbenchmark.com/SpeedTest/7858/ST2000DL-004-HD204UI
HDD,ST2000VX002,Seagate,Surveillance 2TB,219,57.4,608,https://hdd.userbenchmark.com/SpeedTest/11181/ST2000VX002-1AH166
HDD,ST500DM002,Seagate,Barracuda 7200.14 500GB,220,57.4,450314,https://hdd.userbenchmark.com/SpeedTest/712/ST500DM002-1BD142
HDD,WD10EALX,WD,Blue 1TB (2010),221,57.1,47394,https://hdd.userbenchmark.com/WD-Blue-1TB-2010/Rating/2023
HDD,,Hitachi,HDS721050CLA662 500GB,222,57.1,11442,https://hdd.userbenchmark.com/SpeedTest/1785/Hitachi-HDS721050CLA662
HDD,WD1002FAEX,WD,Black 1TB (2010),223,56.9,225508,https://hdd.userbenchmark.com/WD-Black-1TB-2010/Rating/1580
HDD,,WD,WD1500HLFS-01G6U1 150GB,224,56.8,6488,https://hdd.userbenchmark.com/SpeedTest/2890/WDC-WD1500HLFS-01G6U1
HDD,WD5000AZRX,WD,Green 500GB (2012),225,56.7,29623,https://hdd.userbenchmark.com/SpeedTest/2487/WDC-WD5000AZRX-00A8LB0
HDD,,Hitachi,HDS721075CLA332 750GB,226,56.7,2910,https://hdd.userbenchmark.com/SpeedTest/5587/Hitachi-HDS721075CLA332
HDD,ST31500341AS,Seagate,Barracuda 7200.11 1.5TB,227,56.6,37193,https://hdd.userbenchmark.com/SpeedTest/864/ST31500341AS
HDD,,Hitachi,HTS721010A9E6300 1TB,228,56.5,1365,https://hdd.userbenchmark.com/SpeedTest/11219/HGST-HTS721010A9E6300
HDD,,Samsung,HD254GJ 250GB,229,56.5,949,https://hdd.userbenchmark.com/SpeedTest/10095/SAMSUNG-HD254GJ
HDD,,Hitachi,HDS721050CLA360 500GB,230,56.5,11131,https://hdd.userbenchmark.com/SpeedTest/3631/Hitachi-HDS721050CLA360
HDD,,Samsung,HD253GJ 250GB,231,56.5,3240,https://hdd.userbenchmark.com/SpeedTest/3770/SAMSUNG-HD253GJ
HDD,,WD,WD5002AALX-00J37A0 500GB,232,56.4,10742,https://hdd.userbenchmark.com/SpeedTest/3694/WDC-WD5002AALX-00J37A0
HDD,,WD,WD1001FAES-60Z2A0 1TB,233,56.3,8047,https://hdd.userbenchmark.com/SpeedTest/3129/WDC-WD1001FAES-60Z2A0
HDD,,Seagate,ST3500410SV 500GB,234,56.3,1591,https://hdd.userbenchmark.com/SpeedTest/1363/ST3500410SV
HDD,,WD,WD30EZRS-00J99B0 3TB,235,56.2,2462,https://hdd.userbenchmark.com/SpeedTest/3380/WDC-WD30EZRS-00J99B0
HDD,WD10EALS,WD,Blue 1TB (2010),236,56.2,9143,https://hdd.userbenchmark.com/WD-Blue-1TB-2010/Rating/1780
HDD,,Apple,HDD WDC WD10EALX-408EA0 1TB,237,56.2,387,https://hdd.userbenchmark.com/SpeedTest/6944/APPLE-HDD-WDC-WD10EALX-408EA0
HDD,,Hitachi,HDS72105 500GB,238,56.2,716,https://hdd.userbenchmark.com/SpeedTest/7340/Hitachi-HDS72105
HDD,,WD,WD3000GLFS-01F8U0 300GB,239,56.2,3749,https://hdd.userbenchmark.com/SpeedTest/1583/WDC-WD3000GLFS-01F8U0
HDD,,Hitachi,HDS721050CLA660 500GB,240,56.1,14469,https://hdd.userbenchmark.com/SpeedTest/289/Hitachi-HDS721050CLA660
HDD,,Hitachi,HDS721050CLA362 500GB,241,56.1,37694,https://hdd.userbenchmark.com/SpeedTest/2062/Hitachi-HDS721050CLA362
HDD,WD3000HLFS,WD,VelociRaptor 300GB,242,56,9146,https://hdd.userbenchmark.com/SpeedTest/1307/WDC-WD3000HLFS-01G6U1
HDD,,Seagate,ST3500411SV 500GB,243,55.7,805,https://hdd.userbenchmark.com/SpeedTest/5943/ST3500411SV
HDD,,Hitachi,HDS722020ALA330 2TB,244,55.7,14371,https://hdd.userbenchmark.com/SpeedTest/1289/Hitachi-HDS722020ALA330
HDD,,WD,WD20EURS-63S48Y0 2TB,245,55.7,8261,https://hdd.userbenchmark.com/SpeedTest/2441/WDC-WD20EURS-63S48Y0
HDD,,Hitachi,HDS5C3030ALA630 3TB,246,55.7,2239,https://hdd.userbenchmark.com/SpeedTest/3627/Hitachi-HDS5C3030ALA630
HDD,,Hitachi,HDS72202 2TB,247,55.5,210,https://hdd.userbenchmark.com/SpeedTest/9104/Hitachi-HDS72202
HDD,ST1000DM000,Seagate,Desktop HDD 1TB (2013),248,55.5,1656,https://hdd.userbenchmark.com/SpeedTest/3274/ST1000DM000-9TS15E
HDD,,WD,WD800HLFS-75G6U0 80GB,249,55.3,669,https://hdd.userbenchmark.com/SpeedTest/5888/WDC-WD800HLFS-75G6U0
HDD,HD204UI,Samsung,Spinpoint F4 2TB,250,55.3,30018,https://hdd.userbenchmark.com/SpeedTest/324/SAMSUNG-HD204UI
HDD,,WD,WD10EUCX-63YZ1Y0 1TB,251,55,662,https://hdd.userbenchmark.com/SpeedTest/2516/WDC-WD10EUCX-63YZ1Y0
HDD,ST250DM000,Seagate,Barracuda 7200.14 250GB,252,54.9,28005,https://hdd.userbenchmark.com/SpeedTest/3265/ST250DM000-1BD141
HDD,,Seagate,STM3500418AS 500GB,253,54.9,7658,https://hdd.userbenchmark.com/SpeedTest/2669/STM3500418AS
HDD,,Hitachi,HDS5C3020ALA632 2TB,254,54.8,6872,https://hdd.userbenchmark.com/SpeedTest/693/Hitachi-HDS5C3020ALA632
HDD,,WD,WD5000AUDX-63WNHY0 500GB,255,54.8,2700,https://hdd.userbenchmark.com/SpeedTest/1793/WDC-WD5000AUDX-63WNHY0
HDD,,WD,WD1001FALS-00U9B0 1TB,256,54.7,3157,https://hdd.userbenchmark.com/SpeedTest/2730/WDC-WD1001FALS-00U9B0
HDD,,Seagate,ST3500410AS 500GB,257,54.6,4001,https://hdd.userbenchmark.com/SpeedTest/1333/ST3500410AS
HDD,ST3500418AS,Seagate,Barracuda 7200.12 500GB,258,54.6,154781,https://hdd.userbenchmark.com/SpeedTest/441/ST3500418AS
HDD,,Seagate,ST31000525SV 1TB,259,54.5,1887,https://hdd.userbenchmark.com/SpeedTest/9992/ST31000525SV
HDD,ST31000524AS,Seagate,Barracuda 7200.12 1TB,260,54.4,311175,https://hdd.userbenchmark.com/Seagate-Barracuda-720012-1TB/Rating/2022
HDD,ST3500413AS,Seagate,Barracuda 7200.12 500GB,261,54.3,87609,https://hdd.userbenchmark.com/SpeedTest/1134/ST3500413AS
HDD,WD25EZRX,WD,Green 2.5TB (2011),262,54.1,1082,https://hdd.userbenchmark.com/SpeedTest/3574/WDC-WD25EZRX-00MMMB0
HDD,,Seagate,ST31500341AS 1.5TB,263,53.9,102,https://hdd.userbenchmark.com/SpeedTest/6611/Seagate-ST31500341AS
HDD,,Samsung,HD155UI 1.5TB,264,53.8,1008,https://hdd.userbenchmark.com/SpeedTest/6951/SAMSUNG-HD155UI
HDD,,Hitachi,HTS725050A7E63 500GB,265,53.7,22,https://hdd.userbenchmark.com/SpeedTest/12194/HTS725050A7E63
HDD,WD7500BPKT,WD,Black 2.5" 750GB (2011),266,53.6,16364,https://hdd.userbenchmark.com/SpeedTest/310/WDC-WD7500BPKT-60PK4T0
HDD,,Toshiba,MQ01ACF050 500GB,267,53.6,17974,https://hdd.userbenchmark.com/SpeedTest/7527/TOSHIBA-MQ01ACF050
HDD,ST1000LM014,Seagate,Laptop SSHD 2.5" (32GB NAND) 1TB,268,53.6,475,https://hdd.userbenchmark.com/Seagate-Laptop-SSHD-25--32GB-NAND-1TB/Rating/3600
HDD,ST1500DL003,Seagate,Barracuda Green 1.5TB,269,53.4,17417,https://hdd.userbenchmark.com/SpeedTest/2196/ST1500DL003-9VT16L
HDD,,,GB0500EAFYL 500GB,270,53.4,509,https://hdd.userbenchmark.com/SpeedTest/5763/GB0500EAFYL
HDD,,Seagate,ST31000524AS 1TB,271,53.2,287,https://hdd.userbenchmark.com/SpeedTest/12491/Seagate-ST31000524AS
HDD,WD7500BPKX,WD,Black 2.5" 750GB (2013),272,53,16497,https://hdd.userbenchmark.com/SpeedTest/1740/WDC-WD7500BPKX-80HPJ
HDD,,Hitachi,HTS725050A7E630 500GB,273,52.9,43531,https://hdd.userbenchmark.com/SpeedTest/386/HGST-HTS725050A7E630
HDD,WD5000AAKX,WD,Blue 500GB (2010),274,52.9,383405,https://hdd.userbenchmark.com/SpeedTest/398/WDC-WD5000AAKX-001CA0
HDD,,WD,WD5002ABYS-02B1B0 500GB,275,52.8,6189,https://hdd.userbenchmark.com/SpeedTest/4481/WDC-WD5002ABYS-02B1B0
HDD,,Seagate,STM31000528AS 1TB,276,52.7,997,https://hdd.userbenchmark.com/SpeedTest/4190/STM31000528AS
HDD,WD05PURZ,WD,Purple Surveillance 500GB (2017),277,52.5,9,https://hdd.userbenchmark.com/SpeedTest/430589/WDC-WD05PURZ-85U8XY0
HDD,,Seagate,ST31000333AS 1TB,278,52.5,12424,https://hdd.userbenchmark.com/SpeedTest/1279/ST31000333AS
HDD,,WD,WD7502ABYS-02A6B0 750GB,279,52.3,942,https://hdd.userbenchmark.com/SpeedTest/9643/WDC-WD7502ABYS-02A6B0
HDD,,WD,WD1600HLFS-60G6U2 160GB,280,52.2,3222,https://hdd.userbenchmark.com/SpeedTest/5606/WDC-WD1600HLFS-60G6U2
HDD,,Seagate,ST3640623AS 640GB,281,52.1,733,https://hdd.userbenchmark.com/SpeedTest/5431/ST3640623AS
HDD,,Hitachi,HDS721025CLA382 250GB,282,52,5890,https://hdd.userbenchmark.com/SpeedTest/6106/Hitachi-HDS721025CLA382
HDD,,,GB0250EAFYK 250GB,283,52,594,https://hdd.userbenchmark.com/SpeedTest/5794/GB0250EAFYK
HDD,WD20EARX,WD,Green 2TB (2011),284,52,182638,https://hdd.userbenchmark.com/WD-Green-2TB-2011/Rating/1850
HDD,,Seagate,ST2000LM003 HN-M201RAD 2TB,285,52,44937,https://hdd.userbenchmark.com/SpeedTest/12558/ST2000LM003-HN-M201RAD
HDD,WD10EARX,WD,Green 1TB (2011),286,51.9,33198,https://hdd.userbenchmark.com/SpeedTest/2607/WDC-WD10EARX-00N0YB0
HDD,,,WL1000GSA6472R 1TB,287,51.9,21,https://hdd.userbenchmark.com/SpeedTest/7128/WL1000GSA6472R
HDD,,Seagate,ST3250312AS 250GB,288,51.9,15185,https://hdd.userbenchmark.com/SpeedTest/2897/ST3250312AS
HDD,,Seagate,ST3640323AS 640GB,289,51.6,2425,https://hdd.userbenchmark.com/SpeedTest/3064/ST3640323AS
HDD,,WD,WD1002FBYS-02A6B0 1TB,290,51.4,20793,https://hdd.userbenchmark.com/SpeedTest/22/WDC-WD1002FBYS-02A6B0
HDD,,Toshiba,MQ01ACF032 320GB,291,51,4994,https://hdd.userbenchmark.com/SpeedTest/4030/TOSHIBA-MQ01ACF032
HDD,ST3750525AS,Seagate,Barracuda 7200.12 750GB,292,50.9,2980,https://hdd.userbenchmark.com/SpeedTest/562/ST3750525AS
HDD,WD6400AAKS,WD,Blue 640GB (2008),293,50.9,62953,https://hdd.userbenchmark.com/SpeedTest/2174/WDC-WD6400AAKS-22A7B2
HDD,,Hitachi,HDT721075SLA380 750GB,294,50.9,630,https://hdd.userbenchmark.com/SpeedTest/3276/Hitachi-HDT721075SLA380
HDD,WD7500AZRX,WD,Green 750GB (2012),295,50.9,1137,https://hdd.userbenchmark.com/SpeedTest/1925/WDC-WD7500AZRX-00A8LB0
HDD,WD7501AALS,WD,Black 750GB (2008),296,50.9,9927,https://hdd.userbenchmark.com/SpeedTest/1987/WDC-WD7501AALS-00J7B0
HDD,,Maxtor,STM31000333AS 1TB,297,50.9,296,https://hdd.userbenchmark.com/SpeedTest/10102/MAXTOR-STM31000333AS
HDD,,WD,WD2502ABYS-18B7A0 250GB,298,50.9,1242,https://hdd.userbenchmark.com/SpeedTest/4931/WDC-WD2502ABYS-18B7A0
HDD,,,KingFast 128GB,299,50.8,10,https://hdd.userbenchmark.com/SpeedTest/9927/KingFast
HDD,,Hitachi,HDS721010CLA 1TB,300,50.8,1230,https://hdd.userbenchmark.com/SpeedTest/1227/Hitachi-HDS721010CLA
HDD,,WD,WD25EZRS-00J99B0 2.5TB,301,50.8,782,https://hdd.userbenchmark.com/SpeedTest/9160/WDC-WD25EZRS-00J99B0
HDD,,Seagate,ST9750422AS 750GB,302,50.7,730,https://hdd.userbenchmark.com/SpeedTest/6425/ST9750422AS
HDD,,Samsung,HD102UJ 1TB,303,50.7,468,https://hdd.userbenchmark.com/SpeedTest/7223/SAMSUNG-HD102UJ
HDD,,Hitachi,HTS7275 750GB,304,50.5,20,https://hdd.userbenchmark.com/SpeedTest/6142/Hitachi-HTS7275
HDD,WD6401AALS,WD,Black 640GB (2008),305,50.4,15090,https://hdd.userbenchmark.com/SpeedTest/136/WDC-WD6401AALS-00L3B2
HDD,,WD,WD2002FYPS-01U1B0 2TB,306,50.2,5203,https://hdd.userbenchmark.com/SpeedTest/3788/WDC-WD2002FYPS-01U1B0
HDD,ST750LX003,Seagate,Momentus XT 7200 RPM 2.5" 750GB,307,50.2,8149,https://hdd.userbenchmark.com/SpeedTest/840/ST750LX003-1AC154
HDD,,,GB1000EAMYC 1TB,308,50.2,1056,https://hdd.userbenchmark.com/SpeedTest/10569/GB1000EAMYC
HDD,,Samsung,HE103UJ 1TB,309,50.1,821,https://hdd.userbenchmark.com/SpeedTest/5305/SAMSUNG-HE103UJ
HDD,HTS727575A9E364,HGST,Travelstar 7K750 2.5" 750GB,310,50,14492,https://hdd.userbenchmark.com/SpeedTest/104/Hitachi-HTS727575A9E364
HDD,,Hitachi,HDE721010SLA330 1TB,311,50,6133,https://hdd.userbenchmark.com/SpeedTest/2356/Hitachi-HDE721010SLA330
HDD,,WD,WD10JUCT-63J6SY0 1TB,312,49.9,2605,https://hdd.userbenchmark.com/SpeedTest/9459/WDC-WD10JUCT-63J6SY0
HDD,WD2500AAKX,WD,Blue 250GB (2010),313,49.7,47011,https://hdd.userbenchmark.com/SpeedTest/53/WDC-WD2500AAKX-753CA1
HDD,,Hitachi,HDS721050CLA 500GB,314,49.6,2107,https://hdd.userbenchmark.com/SpeedTest/1561/Hitachi-HDS721050CLA
HDD,,Seagate,ST31000520AS 1TB,315,49.6,9021,https://hdd.userbenchmark.com/SpeedTest/1280/ST31000520AS
HDD,,Seagate,ST310005 28AS 1TB,316,49.6,7367,https://hdd.userbenchmark.com/SpeedTest/1219/ST310005-28AS
HDD,,Hitachi,HDS5C1010CLA382 1TB,317,49.5,2222,https://hdd.userbenchmark.com/SpeedTest/1569/Hitachi-HDS5C1010CLA382
HDD,,Maxtor,STM3320613AS 320GB,318,49.4,1939,https://hdd.userbenchmark.com/SpeedTest/4882/MAXTOR-STM3320613AS
HDD,,Seagate,FA GoFlex Desk 2TB,319,49.4,74,https://hdd.userbenchmark.com/SpeedTest/9703/Seagate-FA-GoFlex-Desk
HDD,WD5000BPKX,WD,Black 2.5" 500GB (2013),320,49.4,3702,https://hdd.userbenchmark.com/SpeedTest/3355/WDC-WD5000BPKX-75HPJT0
HDD,ST3250318AS,Seagate,Barracuda 7200.12 250GB,321,49.3,38383,https://hdd.userbenchmark.com/SpeedTest/169/ST3250318AS
HDD,,Seagate,ST3320813AS 320GB,322,49.3,3291,https://hdd.userbenchmark.com/SpeedTest/5403/ST3320813AS
HDD,,Hitachi,HCS5C1010CLA382 1TB,323,49.2,2039,https://hdd.userbenchmark.com/SpeedTest/3428/Hitachi-HCS5C1010CLA382
HDD,,Hitachi,HDS5C3015ALA632 1.5TB,324,49.2,428,https://hdd.userbenchmark.com/SpeedTest/5797/Hitachi-HDS5C3015ALA632
HDD,ST320DM000,Seagate,Barracuda 7200.14 320GB,325,49.2,2846,https://hdd.userbenchmark.com/SpeedTest/2924/ST320DM000-1BD14C
HDD,WD20EARS,WD,Green 2TB (2010),326,49.2,4868,https://hdd.userbenchmark.com/SpeedTest/2609/WDC-WD20EARS-00M
HDD,,Hitachi,HDT721075SLA360 750GB,327,49,350,https://hdd.userbenchmark.com/SpeedTest/3764/Hitachi-HDT721075SLA360
HDD,,Seagate,ST3750528AS 750GB,328,48.9,17157,https://hdd.userbenchmark.com/SpeedTest/1714/ST3750528AS
HDD,,Hitachi,HDT72101 1TB,329,48.7,220,https://hdd.userbenchmark.com/SpeedTest/4490/Hitachi-HDT72101
HDD,,Hitachi,HTS72757 750GB,330,48.7,190,https://hdd.userbenchmark.com/SpeedTest/4050/Hitachi-HTS72757
HDD,,Samsung,HD642JJ 640GB,331,48.7,10183,https://hdd.userbenchmark.com/SpeedTest/1574/SAMSUNG-HD642JJ
HDD,,WD,WD3202ABYS-02B7A0 320GB,332,48.7,1015,https://hdd.userbenchmark.com/SpeedTest/8044/WDC-WD3202ABYS-02B7A0
HDD,,Seagate,ST31000340NS 1TB,333,48.5,6324,https://hdd.userbenchmark.com/SpeedTest/1232/ST31000340NS
HDD,WD5000AAKS,WD,Blue 500GB (2008),334,48.4,161021,https://hdd.userbenchmark.com/SpeedTest/1305/WDC-WD5000AAKS-00YGA0
HDD,,Seagate,STM3250318AS 250GB,335,48.3,3351,https://hdd.userbenchmark.com/SpeedTest/5134/STM3250318AS
HDD,WD10JFCX,WD,Red 2.5" 1TB (2013),336,48.2,1693,https://hdd.userbenchmark.com/SpeedTest/2756/WDC-WD10JFCX-68N6GN0
HDD,,Seagate,ST3320613AS 320GB,337,48.2,12975,https://hdd.userbenchmark.com/SpeedTest/1722/ST3320613AS
HDD,,Toshiba,MK6461GSYN 640GB,338,48.1,574,https://hdd.userbenchmark.com/SpeedTest/2644/TOSHIBA-MK6461GSYN
HDD,WD1001X06X,WD,Black2 2.5" 1.120 TB (2013),339,48.1,1508,https://hdd.userbenchmark.com/SpeedTest/5448/WDC-WD1001X06X-00SJVT0
HDD,,Seagate,ST32000542AS 2TB,340,48.1,18876,https://hdd.userbenchmark.com/SpeedTest/696/ST32000542AS
HDD,WD5000BPKT,WD,Black 2.5" 500GB (2011),341,48,11189,https://hdd.userbenchmark.com/SpeedTest/2036/WDC-WD5000BPKT-60PK4T0
HDD,ST9750420AS,Seagate,Momentus 2.5" 750GB (2010),342,48,20715,https://hdd.userbenchmark.com/SpeedTest/922/ST9750420AS
HDD,,Hitachi,HDT721010SLA360 1TB,343,47.9,27036,https://hdd.userbenchmark.com/SpeedTest/1320/Hitachi-HDT721010SLA360
HDD,,Seagate,ST3500412AS 500GB,344,47.7,3894,https://hdd.userbenchmark.com/SpeedTest/5332/ST3500412AS
HDD,,Seagate,ST3750330NS 750GB,345,47.7,874,https://hdd.userbenchmark.com/SpeedTest/8704/ST3750330NS
HDD,MQ02ABD100H,Toshiba,Notebook SSHD 2.5" 1TB,346,47.7,24745,https://hdd.userbenchmark.com/SpeedTest/24488/TOSHIBA-MQ02ABD100H
HDD,,,VB0250EAVER 250GB,347,47.7,1619,https://hdd.userbenchmark.com/SpeedTest/1098/VB0250EAVER
HDD,ST1000LM014,Seagate,Laptop SSHD 2.5" 1TB,348,47.6,54003,https://hdd.userbenchmark.com/Seagate-Laptop-SSHD-25--1TB/Rating/1804
HDD,,Seagate,ST31000322CS 1TB,349,47.6,2265,https://hdd.userbenchmark.com/SpeedTest/6933/ST31000322CS
HDD,,Seagate,ST3500320NS 500GB,350,47.5,3711,https://hdd.userbenchmark.com/SpeedTest/507/ST3500320NS
HDD,,Hitachi,HDT721050SLA360 500GB,351,47.4,1984,https://hdd.userbenchmark.com/SpeedTest/4865/Hitachi-HDT721050SLA360
HDD,WD10JPVT,WD,Blue 2.5" 1TB (2011),352,47.4,14374,https://hdd.userbenchmark.com/SpeedTest/1109/WDC-WD10JPVT-75
